Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,55,1,3,1,1,0,0,40,4,3,1,12875.0,1119,11756.0,0.401,1624,40,0.429,0.087
1,41,0,2,3,1,1,0,36,5,2,4,2602.0,1490,1112.0,0.66,3151,78,0.66,0.573
1,55,0,0,5,1,4,0,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924
1,52,0,2,2,1,4,0,45,3,3,3,2548.0,1683,865.0,0.75,2055,54,0.636,0.661
1,57,1,2,2,1,0,0,49,6,3,1,4698.0,984,3714.0,0.373,1865,35,0.458,0.209
1,40,0,3,3,3,4,0,31,5,2,4,2222.0,1551,671.0,0.932,3302,65,0.585,0.698
1,47,1,4,3,1,3,0,36,3,3,4,8217.0,0,8217.0,0.678,1848,56,0.514,0.0
1,36,1,3,2,1,0,0,29,5,2,4,12852.0,1945,10907.0,0.659,1606,33,0.941,0.151
1,36,1,3,3,1,2,0,36,5,2,4,5497.0,1517,3980.0,0.624,1981,38,0.357,0.276
1,51,0,1,2,1,1,0,45,5,2,2,6778.0,865,5913.0,0.992,3158,71,0.775,0.128
1,33,1,2,1,2,1,0,25,5,2,2,9371.0,1541,7830.0,0.781,2518,67,0.971,0.164
1,50,0,3,3,2,4,0,38,3,3,1,1438.3,663,775.3,0.384,2987,73,0.622,0.461
1,48,1,2,3,1,1,0,29,3,2,1,6168.0,2371,3797.0,0.668,4303,80,0.509,0.384
1,57,0,3,6,2,5,0,40,3,3,1,2111.0,966,1145.0,0.923,3871,87,0.706,0.458
1,63,0,1,6,1,1,0,49,3,1,3,3141.0,1819,1322.0,0.497,1539,35,0.522,0.579
1,39,1,2,0,1,2,0,26,3,1,4,2731.0,1573,1158.0,0.943,1813,38,0.727,0.576
1,39,0,4,6,1,4,0,31,6,1,4,2890.0,0,2890.0,0.545,2040,36,0.44,0.0
1,37,1,1,2,1,3,0,26,6,3,1,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146
1,50,0,2,5,1,5,0,45,6,1,4,5660.0,2401,3259.0,0.779,1932,35,0.346,0.424
1,38,1,2,2,3,1,0,36,4,3,4,9515.0,0,9515.0,0.79,4642,61,0.605,0.0
1,65,0,0,3,2,1,0,36,3,3,3,10962.0,1559,9403.0,0.708,2724,71,0.651,0.142
1,41,1,2,0,2,3,0,35,6,3,3,2647.0,620,2027.0,0.664,2262,47,0.424,0.234
1,55,0,2,2,1,4,0,47,3,1,2,4580.0,1300,3280.0,0.519,1694,34,0.7,0.284
1,35,0,2,2,1,4,0,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779
1,31,1,0,5,0,1,0,21,6,2,2,2621.0,1461,1160.0,0.775,2718,71,0.775,0.557
1,50,0,3,0,2,4,0,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276
1,44,0,4,3,0,4,0,39,5,1,4,9235.0,1796,7439.0,0.958,1739,42,0.448,0.194
1,55,1,1,2,1,2,0,36,4,2,3,4666.0,1275,3391.0,0.397,1281,28,0.75,0.273
1,48,0,4,0,2,4,0,38,4,3,3,4894.0,1505,3389.0,0.78,3277,67,0.558,0.308
1,30,0,0,4,2,4,0,18,6,3,2,2132.0,797,1335.0,0.779,3265,74,0.574,0.374
1,37,1,3,3,2,3,0,24,5,3,2,6590.0,0,6590.0,0.714,2449,67,0.634,0.0
1,53,0,2,2,1,4,0,36,6,1,3,3176.0,1470,1706.0,0.388,1634,53,0.472,0.463
1,37,1,1,2,2,2,0,27,4,1,3,4288.0,2349,1939.0,0.718,2591,57,0.541,0.548
1,48,1,2,1,2,4,0,43,3,3,2,5945.0,1685,4260.0,0.9,3598,67,0.718,0.283
1,35,0,3,2,2,4,0,27,3,3,2,5780.0,938,4842.0,0.988,2960,65,0.757,0.162
1,49,0,2,3,3,1,0,38,4,1,2,2497.0,1674,823.0,0.701,2922,53,0.963,0.67
1,58,1,1,6,1,2,0,36,3,1,3,2347.0,2163,184.0,0.615,1631,40,0.29,0.922
1,36,1,2,2,1,1,0,28,5,1,3,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274
1,41,1,2,2,1,4,0,29,3,2,2,2683.0,1738,945.0,0.745,2274,52,0.733,0.648
1,46,1,4,2,2,2,0,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08
1,58,1,4,2,1,2,0,36,3,2,2,14607.0,1480,13127.0,0.346,1393,38,0.462,0.101
1,53,0,1,1,2,4,0,48,4,3,3,2267.0,1469,798.0,0.716,3709,64,0.684,0.648
1,54,0,3,6,1,4,0,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884
1,39,0,1,5,0,5,0,34,4,1,2,12512.0,666,11846.0,0.914,2995,60,0.875,0.053
1,49,1,2,2,1,3,0,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083
1,35,0,3,3,1,4,0,23,3,3,4,3073.0,526,2547.0,0.702,1944,55,0.618,0.171
1,38,1,3,2,1,2,0,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432
1,38,1,3,3,2,2,0,25,5,1,4,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132
1,37,1,1,3,2,1,0,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69
1,63,0,0,6,1,4,0,36,4,1,4,3552.0,2517,1035.0,0.465,1342,26,1.0,0.709
1,26,1,0,0,2,1,0,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606
1,58,0,2,2,1,4,0,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264
1,48,0,3,2,2,4,0,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732
1,62,0,0,1,1,1,0,51,3,3,2,3377.0,948,2429.0,0.461,1407,44,0.467,0.281
1,40,0,2,2,2,4,0,29,4,3,2,2295.0,0,2295.0,0.699,3292,62,0.824,0.0
1,46,1,2,3,2,1,0,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49
1,47,1,2,2,3,2,0,34,3,2,4,4249.0,1562,2687.0,0.773,1881,49,0.815,0.368
1,50,1,2,6,0,2,0,41,6,1,3,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483
1,53,1,1,2,1,0,0,41,6,3,2,1612.0,744,868.0,0.636,1564,33,0.5,0.462
1,45,1,3,2,1,2,0,36,3,1,3,14593.0,1504,13089.0,0.668,3447,72,0.895,0.103
1,48,1,4,5,2,1,0,38,6,3,2,8327.0,1551,6776.0,0.463,4428,82,0.822,0.186
1,43,0,3,0,1,1,0,31,5,3,2,2800.0,2517,283.0,0.816,1994,41,0.64,0.899
1,57,0,3,3,1,4,0,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731
1,52,0,1,5,1,1,0,47,6,3,3,2151.0,1338,813.0,0.926,3446,58,1.0,0.622
1,52,0,1,2,0,5,0,35,3,2,4,13169.0,1499,11670.0,0.603,4370,83,0.537,0.114
1,58,1,2,0,1,3,0,44,3,2,2,11811.0,2508,9303.0,0.476,1469,29,0.812,0.212
1,34,0,3,0,2,4,0,36,3,6,1,7440.0,704,6736.0,0.551,2251,63,0.537,0.095
1,36,1,1,3,2,1,0,20,5,1,2,12714.0,976,11738.0,0.649,2240,53,0.395,0.077
1,55,0,0,2,2,1,0,35,5,1,3,3735.0,1978,1757.0,0.675,1749,41,0.577,0.53
1,36,1,2,0,1,1,0,36,4,3,1,3877.0,1495,2382.0,0.783,1942,42,0.75,0.386
1,53,1,2,2,1,0,0,36,5,1,3,11023.0,0,11023.0,0.539,1656,41,0.367,0.0
1,48,0,3,2,3,4,0,36,4,2,2,6182.0,1131,5051.0,0.566,3546,63,0.615,0.183
1,37,1,3,5,2,1,0,19,3,3,4,2186.0,1185,1001.0,0.998,2614,67,0.861,0.542
1,54,0,1,3,1,4,0,43,6,2,3,2306.0,2200,106.0,0.697,2097,57,0.541,0.954
1,36,0,1,5,2,4,0,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378
1,36,0,2,5,2,1,0,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76
1,34,0,3,0,0,4,0,27,3,3,2,4274.0,2517,1757.0,0.666,2257,54,0.8,0.589
1,55,1,0,1,1,2,0,36,4,6,4,4980.0,906,4074.0,0.721,2273,66,0.886,0.182
1,61,0,0,4,1,4,0,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683
1,54,1,1,2,1,3,0,46,3,3,2,15554.0,2497,13057.0,1.027,2836,61,0.605,0.161
1,47,1,2,6,2,3,0,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162
1,47,0,3,2,3,1,0,36,5,2,3,5369.0,1854,3515.0,0.959,1898,50,0.786,0.345
1,58,0,3,2,1,4,0,48,6,2,3,2800.0,1834,966.0,0.615,1571,36,0.636,0.655
1,57,1,1,3,1,3,0,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345
1,30,1,0,2,0,2,0,22,3,3,3,6476.0,0,6476.0,0.551,2723,66,0.65,0.0
1,60,1,2,2,1,2,0,50,3,1,2,9033.0,845,8188.0,0.663,1661,35,0.4,0.094
1,46,0,4,3,2,4,0,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0
1,55,1,1,3,1,3,0,47,3,3,3,2938.0,1995,943.0,0.514,1352,30,0.429,0.679
1,31,1,0,5,2,4,0,25,5,2,2,5715.0,1741,3974.0,0.816,2324,67,1.03,0.305
1,55,0,3,5,0,4,0,36,3,2,1,2111.0,1209,902.0,0.594,2803,61,0.605,0.573
1,34,0,2,6,2,4,0,36,3,3,2,2791.0,2160,631.0,0.825,2214,56,0.6,0.774
1,33,0,1,2,2,4,0,36,3,2,4,6551.0,1440,5111.0,0.629,2429,77,0.453,0.22
1,53,1,2,5,1,3,0,43,6,1,3,6704.0,1354,5350.0,0.411,1331,30,0.364,0.202
1,41,1,2,0,2,0,0,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,0.548,0.276
1,45,1,3,5,1,1,0,36,3,1,1,10619.0,607,10012.0,0.883,4074,65,0.477,0.057
1,50,0,2,2,1,4,0,40,5,3,3,2481.0,1287,1194.0,0.465,1825,51,0.821,0.519
1,57,1,2,5,1,2,0,47,4,4,1,5100.0,1970,3130.0,0.371,1032,26,0.368,0.386
1,63,1,0,1,2,1,0,49,5,4,3,5905.0,726,5179.0,0.85,3982,65,0.857,0.123
1,35,0,3,6,2,5,0,30,3,3,2,9293.0,0,9293.0,0.897,2314,59,1.034,0.0
1,33,0,4,0,0,4,0,24,6,2,2,9857.0,0,9857.0,0.699,3448,103,0.635,0.0
1,31,1,0,3,0,4,0,22,3,2,3,6012.0,0,6012.0,0.968,2801,72,0.674,0.0
1,58,0,0,4,1,4,0,39,5,3,3,6679.0,1207,5472.0,0.538,1649,29,0.381,0.181
1,34,1,4,6,1,1,0,26,3,2,4,5540.0,1240,4300.0,0.843,1524,31,0.824,0.224
1,55,1,3,2,1,3,0,36,4,3,4,2801.0,2403,398.0,0.884,1526,44,1.0,0.858
1,33,1,3,3,2,1,0,24,6,3,3,5156.0,1427,3729.0,0.48,2057,54,0.421,0.277
1,48,0,1,3,1,5,0,36,6,4,4,14228.0,1953,12275.0,0.651,1970,51,0.645,0.137
1,63,1,0,3,1,3,0,51,3,3,4,10257.0,1021,9236.0,0.467,1508,30,0.429,0.1
1,54,0,2,2,1,5,0,46,5,3,2,3014.0,794,2220.0,0.5,1488,30,0.579,0.263
1,47,1,4,6,2,1,0,36,3,3,3,5762.0,1890,3872.0,0.938,3814,88,0.66,0.328
1,62,0,1,5,1,1,0,43,3,1,1,4760.0,0,4760.0,0.564,1459,20,0.538,0.0
1,52,0,2,2,1,4,0,43,5,2,2,8203.0,654,7549.0,0.588,2910,63,0.909,0.08
1,35,0,2,1,1,1,0,24,5,2,3,2655.0,1527,1128.0,0.715,1921,26,0.444,0.575
1,35,1,2,2,2,0,0,27,6,2,2,13655.0,1048,12607.0,0.509,2383,59,0.595,0.077
1,35,1,0,1,2,2,0,18,6,2,3,2598.0,1645,953.0,0.765,2483,59,0.903,0.633
1,59,1,1,2,1,1,0,36,6,2,2,2300.0,1965,335.0,0.596,1693,27,0.688,0.854
1,47,1,1,6,3,3,0,28,6,1,4,2797.0,1802,995.0,0.675,3525,63,0.75,0.644
1,48,0,3,3,2,1,0,30,5,2,1,2657.0,2115,542.0,0.688,3580,77,0.711,0.796
1,58,1,2,5,1,3,0,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197
1,55,0,2,6,1,4,0,36,5,2,3,2629.0,1476,1153.0,0.537,1725,41,0.414,0.561
1,60,1,2,3,1,5,0,41,5,2,4,3007.0,1664,1343.0,0.34,1475,31,0.632,0.553
1,56,1,2,3,1,2,0,51,5,6,3,2863.0,2517,346.0,0.583,1458,39,0.696,0.879
1,40,1,4,2,2,2,0,30,4,1,1,13919.0,1266,12653.0,0.438,3699,67,0.523,0.091
1,50,0,1,5,1,4,0,36,6,2,2,4204.0,499,3705.0,0.635,4740,67,0.523,0.119
1,61,0,1,5,1,4,0,36,3,2,4,6859.0,2489,4370.0,0.65,1617,26,1.0,0.363
1,44,0,4,3,2,1,0,38,6,3,3,7881.0,2517,5364.0,0.738,3068,77,0.711,0.319
1,57,1,5,3,1,3,0,50,4,2,3,13427.0,0,13427.0,0.521,1337,27,0.588,0.0
1,37,1,2,5,0,3,0,36,3,3,2,2281.0,1677,604.0,1.027,2735,58,1.071,0.735
1,57,1,2,5,1,3,0,52,6,2,4,10974.0,0,10974.0,0.591,1327,26,1.0,0.0
1,46,1,2,3,1,2,0,40,4,1,3,5265.0,0,5265.0,0.524,3281,68,0.744,0.0
1,53,1,1,6,1,3,0,36,4,2,3,13457.0,1248,12209.0,0.512,1548,41,0.519,0.093
1,52,1,0,6,1,2,0,46,3,2,4,2742.0,2184,558.0,0.592,3829,72,0.532,0.796
1,34,1,1,6,1,2,0,29,3,2,3,3890.0,2286,1604.0,0.633,1889,51,0.457,0.588
1,53,1,4,3,1,0,0,41,6,3,4,3401.0,1713,1688.0,0.773,1924,54,0.317,0.504
1,37,0,2,3,2,4,0,28,5,2,1,7411.0,633,6778.0,0.762,2761,77,0.604,0.085
1,32,1,0,5,2,1,0,36,4,3,3,7200.0,0,7200.0,0.894,3006,83,0.93,0.0
1,60,0,0,2,1,4,0,50,4,2,2,3147.0,1602,1545.0,0.569,1558,23,0.643,0.509
1,43,0,5,2,1,4,0,35,3,6,4,5438.0,2214,3224.0,0.668,5029,75,0.562,0.407
1,26,1,0,2,2,4,0,21,4,3,2,1585.0,1535,50.0,0.462,2299,49,0.485,0.968
1,35,0,3,5,2,4,0,23,3,2,2,2858.0,1251,1607.0,0.576,2844,73,0.622,0.438
1,36,0,0,5,0,4,0,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449
1,53,0,1,2,1,4,0,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52
1,54,1,1,0,1,2,0,37,6,3,2,1909.0,1753,156.0,0.788,1457,24,0.6,0.918
1,42,1,3,2,2,2,0,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0
1,58,1,4,2,1,2,0,36,6,2,4,5967.0,2350,3617.0,0.543,1426,29,0.812,0.394
1,59,1,1,5,1,1,0,53,5,1,3,2182.0,1558,624.0,0.457,1660,34,0.789,0.714
1,63,0,2,2,1,4,0,52,5,2,3,2689.0,2101,588.0,0.416,1188,35,0.75,0.781
1,56,0,0,3,1,5,0,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.468
1,42,0,3,6,2,4,0,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0
1,29,0,1,3,2,4,0,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.279
1,35,1,2,2,1,3,0,36,5,2,2,4408.0,1463,2945.0,0.728,2001,49,0.485,0.332
1,33,0,3,2,2,4,0,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277
1,53,1,2,2,1,2,0,38,6,3,2,7928.0,1228,6700.0,0.632,1537,37,0.682,0.155
1,48,0,5,0,0,1,0,40,3,1,1,4365.0,0,4365.0,0.598,3542,57,1.111,0.0
1,57,1,2,3,2,2,0,47,6,3,4,2248.0,0,2248.0,0.735,4439,77,0.54,0.0
1,34,0,2,2,2,4,0,27,4,1,1,1901.0,1176,725.0,0.612,2450,52,0.857,0.619
1,55,0,3,2,1,4,0,35,3,2,3,1872.0,1167,705.0,0.517,2238,45,0.607,0.623
1,48,0,2,5,3,4,0,42,3,2,2,2055.0,0,2055.0,1.064,3656,63,0.75,0.0
1,45,1,2,0,0,1,0,37,5,1,2,10991.0,1328,9663.0,1.027,3692,60,0.714,0.121
1,59,1,0,5,1,4,0,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639
1,53,0,2,4,1,1,0,40,5,1,4,2127.0,1995,132.0,0.374,1363,37,0.37,0.938
1,43,0,3,6,1,5,0,36,4,2,1,6971.0,1506,5465.0,0.57,3575,67,0.675,0.216
1,49,0,5,2,1,1,0,35,5,2,1,11115.0,1292,9823.0,0.797,3956,74,0.609,0.116
1,47,1,5,6,2,3,0,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0
1,51,1,4,3,1,3,0,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174
1,36,1,3,3,2,3,0,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276
1,36,1,2,2,1,2,0,36,3,1,4,5550.0,1518,4032.0,1.182,2540,62,0.771,0.274
1,50,1,1,5,1,1,0,45,5,3,3,2151.0,1163,988.0,0.849,2513,62,0.59,0.541
1,53,1,2,6,1,3,0,44,4,1,3,7181.0,2517,4664.0,0.545,1636,39,0.56,0.351
1,49,0,4,3,1,4,0,43,4,3,2,4852.0,2016,2836.0,0.576,3561,73,0.622,0.415
1,56,1,1,2,1,2,0,50,6,3,3,6735.0,2289,4446.0,0.661,1249,28,0.75,0.34
1,63,1,1,2,1,1,0,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309
1,34,1,2,6,1,1,0,29,3,2,2,3436.0,1650,1786.0,0.788,1972,37,0.947,0.48
1,35,1,0,6,1,0,0,36,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475
1,44,1,4,0,3,0,0,34,5,3,3,8874.0,1590,7284.0,0.698,1849,56,0.647,0.179
1,52,1,1,2,1,3,0,43,6,1,1,2689.0,2077,612.0,0.378,1356,33,0.435,0.772
1,54,1,3,5,1,4,0,36,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821
1,58,0,2,3,2,1,0,36,3,3,3,7372.0,1210,6162.0,0.946,1707,56,0.514,0.164
1,27,0,1,4,2,4,0,22,4,1,3,2965.0,1635,1330.0,0.7,2553,59,0.553,0.551
1,33,1,1,6,1,3,0,26,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.538,0.122
1,58,0,1,0,1,4,0,49,3,3,2,3846.0,1285,2561.0,0.608,1815,47,0.621,0.334
1,48,0,3,3,2,4,0,28,4,2,1,2944.0,753,2191.0,0.707,3457,61,0.848,0.256
1,54,1,2,3,1,3,0,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354
1,40,0,1,2,3,4,0,30,5,1,1,7554.0,1848,5706.0,0.767,4150,64,0.524,0.245
1,52,1,0,2,2,3,0,43,4,3,3,8133.0,1942,6191.0,0.572,3310,76,0.583,0.239
1,57,0,1,3,1,4,0,36,6,2,2,3101.0,1257,1844.0,0.416,1681,32,0.524,0.405
1,49,1,3,3,1,3,0,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568
1,40,1,4,3,2,1,0,32,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.824,0.678
1,45,1,2,2,1,1,0,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254
1,37,0,1,2,2,4,0,36,6,2,4,6827.0,0,6827.0,0.754,2621,49,0.815,0.0
1,42,0,3,3,1,4,0,36,4,3,1,1676.0,1372,304.0,0.522,4381,77,0.571,0.819
1,62,0,1,2,1,4,0,50,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706
1,32,1,2,3,0,2,0,26,6,1,4,2239.0,1338,901.0,0.567,2466,60,0.579,0.598
1,32,0,1,2,2,4,0,28,6,3,3,2428.0,1027,1401.0,0.824,3007,84,0.867,0.423
1,36,0,4,3,1,4,0,36,4,1,3,4277.0,1578,2699.0,0.84,1855,49,1.042,0.369
1,28,1,1,3,0,4,0,36,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.854
1,55,1,3,2,2,1,0,35,4,1,4,3065.0,0,3065.0,0.716,3524,69,0.605,0.0
1,34,0,2,1,2,4,0,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0
1,54,1,1,2,1,1,0,43,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93
1,50,0,3,6,2,4,0,43,6,1,4,2999.0,1958,1041.0,0.611,2073,48,0.714,0.653
1,36,0,4,3,2,4,0,28,5,1,2,2226.0,1607,619.0,0.656,2660,62,1.0,0.722
1,37,1,5,2,1,2,0,31,5,3,4,3351.0,1847,1504.0,0.67,1910,43,0.593,0.551
1,47,1,4,0,0,1,0,36,5,1,1,5570.0,1858,3712.0,0.783,4129,72,0.636,0.334
1,54,1,3,6,1,3,0,41,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15
1,42,1,5,6,1,2,0,35,6,3,2,13650.0,1253,12397.0,0.743,1703,53,0.71,0.092
1,53,0,2,2,1,4,0,46,6,2,4,2413.0,2015,398.0,0.47,1398,24,0.714,0.835
1,30,1,0,3,1,4,0,21,5,4,3,2490.0,1259,1231.0,1.079,2441,53,0.514,0.506
1,54,1,1,3,1,2,0,37,5,1,1,9453.0,2188,7265.0,0.572,1688,45,0.452,0.231
1,46,1,2,2,1,2,0,40,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19
1,36,0,4,0,2,4,0,36,3,2,1,2758.0,2168,590.0,1.046,3073,86,0.792,0.786
1,59,0,0,1,2,4,0,36,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0.0
1,65,1,0,0,0,4,0,42,5,3,2,9706.0,1968,7738.0,1.022,3435,58,0.706,0.203
1,46,0,3,2,2,1,0,41,5,2,4,7457.0,0,7457.0,0.717,3162,64,0.73,0.0
1,53,0,3,5,1,5,0,36,6,2,2,2447.0,1558,889.0,0.511,1716,38,0.462,0.637
1,37,0,4,3,0,1,0,22,5,1,3,2563.0,1638,925.0,0.681,2064,46,0.917,0.639
1,47,1,3,1,2,4,0,35,4,3,2,1842.0,0,1842.0,0.726,4165,67,0.634,0.0
1,53,0,1,6,1,4,0,40,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813
1,36,0,3,2,2,1,0,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262
1,30,0,2,2,2,4,0,18,3,1,4,4199.0,1903,2296.0,1.059,3016,67,0.763,0.453
1,34,1,3,3,2,1,0,21,4,1,3,4353.0,1655,2698.0,0.806,2664,81,0.884,0.38
1,39,0,4,4,1,4,0,22,3,3,1,5454.0,1108,4346.0,1.021,2674,67,0.675,0.203
1,32,0,0,2,1,5,0,26,3,3,2,2172.0,1381,791.0,1.145,2945,69,0.408,0.636
1,36,1,2,1,2,1,0,26,4,3,2,2845.0,2517,328.0,0.686,2396,51,0.5,0.885
1,38,0,3,5,2,4,0,33,5,3,2,2206.0,2018,188.0,0.648,1739,35,0.667,0.915
1,31,1,0,2,2,1,0,24,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.704,0.144
1,65,1,0,3,3,4,0,36,3,3,2,2107.0,1008,1099.0,0.953,3913,67,0.523,0.478
1,63,0,0,2,1,4,0,36,6,3,4,2107.0,1351,756.0,0.521,1320,35,0.522,0.641
1,27,1,0,5,2,2,0,36,4,3,3,2464.0,0,2464.0,0.502,2636,50,0.429,0.0
1,34,0,0,3,1,1,0,36,5,1,3,3203.0,2229,974.0,1.146,2625,52,0.625,0.696
1,32,0,1,0,0,4,0,36,3,5,4,1835.0,1017,818.0,0.82,2801,79,0.519,0.554
1,49,0,5,5,2,4,0,39,3,2,2,1993.0,0,1993.0,0.539,4075,76,0.689,0.0
1,27,1,0,4,2,5,0,22,5,2,2,7130.0,873,6257.0,0.53,2498,37,0.321,0.122
1,30,1,1,5,0,5,0,22,5,3,4,12539.0,910,11629.0,0.856,2643,72,0.674,0.073
1,57,0,2,2,1,1,0,49,5,1,2,3377.0,1720,1657.0,0.491,1621,32,0.391,0.509
1,53,1,2,2,1,0,0,43,6,3,2,5882.0,2335,3547.0,0.579,1380,30,0.667,0.397
1,51,1,0,2,1,3,0,40,4,3,2,7158.0,0,7158.0,0.904,2113,60,0.875,0.0
1,47,1,3,2,1,4,0,41,6,1,4,5833.0,1747,4086.0,0.551,3732,75,0.531,0.3
1,26,0,0,3,2,1,0,36,6,3,4,4152.0,0,4152.0,0.804,2351,42,0.312,0.0
1,37,1,2,3,2,1,0,24,6,2,3,11699.0,1758,9941.0,0.869,2007,46,1.0,0.15
1,45,0,2,5,2,1,0,35,6,3,2,4505.0,1562,2943.0,0.604,3968,68,0.619,0.347
1,55,1,2,5,2,2,0,48,6,3,2,7667.0,1193,6474.0,1.101,3915,76,0.617,0.156
1,36,0,3,2,2,4,0,31,3,2,3,2937.0,2159,778.0,0.67,2511,51,0.7,0.735
1,36,0,1,3,2,4,0,36,5,3,4,5257.0,1572,3685.0,0.732,2822,73,0.659,0.299
1,39,1,2,3,2,2,0,28,6,3,3,10331.0,957,9374.0,0.699,3695,81,0.653,0.093
1,56,0,2,2,1,4,0,48,6,3,2,4366.0,1590,2776.0,0.475,1596,37,0.423,0.364
1,56,0,4,5,2,5,0,46,6,2,2,8037.0,2276,5761.0,0.406,3271,71,0.543,0.283
1,38,1,2,6,1,4,0,25,4,1,3,8740.0,734,8006.0,1.072,2169,38,0.652,0.084
1,49,1,3,2,2,0,0,36,6,2,3,8514.0,2013,6501.0,0.664,4098,74,0.542,0.236
1,36,0,4,5,2,4,0,26,4,3,2,2002.0,1377,625.0,0.671,2411,60,0.714,0.688
1,51,0,0,3,1,4,0,35,5,3,4,3132.0,1815,1317.0,1.018,3607,60,0.935,0.58
1,38,1,2,0,1,3,0,30,2,3,2,3735.0,1421,2314.0,0.57,1837,47,0.741,0.38
1,29,0,0,4,2,4,0,36,5,2,3,5076.0,1223,3853.0,0.83,2675,57,0.629,0.241
1,49,0,2,4,2,4,0,36,3,1,3,3414.0,1473,1941.0,0.597,1803,49,1.13,0.431
1,43,1,3,3,1,3,0,23,5,6,1,12315.0,0,12315.0,0.895,2028,51,0.545,0.0
1,41,0,2,5,1,1,0,36,5,3,3,2690.0,1912,778.0,0.692,3636,68,0.7,0.711
1,43,1,3,2,2,3,0,31,6,2,4,12165.0,0,12165.0,1.16,4066,74,0.682,0.0
1,37,1,2,0,0,1,0,24,3,3,4,8120.0,2098,6022.0,0.826,3161,54,0.688,0.258
1,49,1,5,3,1,3,0,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0
